序号,班级编号,班级名称,性别,身高_cm,体重_kg,BMI分数,体重分数,体重等级,肺活量_ml,肺活量分数,肺活量等级,50米跑_秒,50米跑分数,50米跑等级,坐位体前屈_cm,坐位体前屈分数,坐位体前屈等级,跳绳_个,跳绳分数,跳绳等级,跳绳附加分,标准分数,附加分,总分数,总分等级,性别_文字,BMI_计算
895,2019201,初中2019级1班,2,147,37,17.1,100,正常,1897,70.0,及格,9.2,76.0,及格,13.0,76.0,及格,,,,,80.1,0,80.1,良好,女,17.122495256606044
896,2017102,小学2017级2班,2,128,26,15.9,100,正常,1667,90.0,优秀,10.8,72.0,及格,4.0,62.0,及格,76.0,70.0,及格,,76.1,0,76.1,及格,女,15.869140625
897,2015103,小学2015级3班,2,149,37,16.7,100,正常,1941,80.0,良好,10.1,70.0,及格,16.0,85.0,良好,130.0,80.0,良好,,78.9,0,78.9,及格,女,16.665915949731993
898,2016101,小学2016级1班,1,137,32,17.0,100,正常,1986,80.0,良好,7.7,100.0,优秀,9.0,78.0,及格,121.0,85.0,良好,,88.1,0,88.1,良好,男,17.049389951515796
899,2018203,初中2018级3班,1,145,33,15.7,100,正常,1478,10.0,不及格,9.7,62.0,及格,4.0,68.0,及格,,,,,62.3,0,62.3,及格,男,15.695600475624257
900,2017201,初中2017级1班,2,150,60,26.7,60,肥胖,3570,100.0,优秀,10.1,66.0,及格,20.0,85.0,良好,,,,,74.3,0,74.3,及格,女,26.666666666666668
901,2017202,初中2017级2班,1,175,81,26.4,60,肥胖,4782,100.0,优秀,7.5,90.0,优秀,4.0,66.0,及格,,,,,77.0,0,77.0,及格,男,26.448979591836736
902,2019102,小学2019级2班,2,112,17,13.6,100,正常,604,60.0,及格,11.0,100.0,优秀,7.0,68.0,及格,36.0,64.0,及格,,77.2,0,77.2,及格,女,13.552295918367346
903,2018102,小学2018级2班,2,126,25,15.7,100,正常,1062,74.0,及格,9.9,100.0,优秀,,30.0,不及格,82.0,74.0,及格,,69.9,0,69.9,及格,女,15.747039556563365
904,2016101,小学2016级1班,2,125,25,16.0,100,正常,1070,64.0,及格,9.7,78.0,及格,7.0,68.0,及格,93.0,72.0,及格,,78.2,0,78.2,及格,女,16.0
905,2016101,小学2016级1班,1,126,26,16.4,100,正常,1254,62.0,及格,8.6,100.0,优秀,7.0,74.0,及格,109.0,78.0,及格,,81.5,0,81.5,良好,男,16.3769211388259
906,2014101,小学2014级1班,2,153,51,21.8,80,超重,2010,78.0,及格,8.9,80.0,良好,6.7,68.0,及格,170.0,100.0,优秀,2.0,79.9,2,81.9,良好,女,21.78649237472767
907,2019101,小学2019级1班,1,120,24,16.7,100,正常,831,64.0,及格,11.4,72.0,及格,1.0,60.0,及格,27.0,62.0,及格,,69.4,0,69.4,及格,男,16.666666666666668
908,2018204,初中2018级4班,1,158,48,19.2,100,正常,3035,76.0,及格,7.8,85.0,良好,9.0,76.0,及格,,,,,79.2,0,79.2,及格,男,19.227687870533565
909,2015104,小学2015级4班,1,150,39,17.3,100,正常,1632,66.0,及格,8.9,78.0,及格,7.0,76.0,及格,139.0,90.0,优秀,,82.6,0,82.6,良好,男,17.333333333333332
910,2019201,初中2019级1班,2,153,51,21.8,80,超重,2562,90.0,优秀,9.0,78.0,及格,3.0,60.0,及格,,,,,78.3,0,78.3,及格,女,21.78649237472767
911,2018106,小学2018级6班,2,129,25,15.0,100,正常,711,60.0,及格,11.0,78.0,及格,2.0,50.0,不及格,70.0,72.0,及格,,69.0,0,69.0,及格,女,15.023135628868456
912,2015103,小学2015级3班,1,136,34,18.4,100,正常,1675,68.0,及格,9.7,70.0,及格,-5.0,30.0,不及格,178.0,100.0,优秀,15.0,73.6,15,88.6,良好,男,18.382352941176467
913,2016101,小学2016级1班,1,135,30,16.5,100,正常,1158,60.0,及格,10.5,66.0,及格,10.0,80.0,良好,141.0,100.0,优秀,2.0,83.2,2,85.2,良好,男,16.46090534979424
914,2018201,初中2018级1班,2,155,52,21.6,100,正常,1123,,,10.2,66.0,及格,5.0,62.0,及格,,,,,63.6,0,63.6,及格,女,21.64412070759625
915,2019103,小学2019级3班,1,117,22,16.1,100,正常,603,30.0,不及格,12.2,64.0,及格,11.2,80.0,良好,52.0,70.0,及格,,70.3,0,70.3,及格,男,16.071298122580178
916,2016104,小学2016级4班,2,140,31,15.8,100,正常,1271,70.0,及格,10.7,68.0,及格,11.0,76.0,及格,74.0,66.0,及格,,73.9,0,73.9,及格,女,15.816326530612248
917,2017106,小学2017级6班,2,135,26,14.3,100,正常,1938,100.0,优秀,10.8,72.0,及格,,30.0,不及格,62.0,66.0,及格,,70.0,0,70.0,及格,女,14.266117969821671
918,2019203,初中2019级3班,2,156,45,18.5,100,正常,2316,78.0,及格,8.3,90.0,优秀,18.5,90.0,优秀,,,,,92.7,1,93.7,优秀,女,18.49112426035503
919,2017106,小学2017级6班,1,129,27,16.2,100,正常,738,30.0,不及格,9.5,80.0,良好,9.5,78.0,及格,109.0,80.0,良好,,74.5,0,74.5,及格,男,16.224986479177932
920,2018202,初中2018级2班,2,160,62,24.2,80,超重,2031,70.0,及格,9.5,72.0,及格,5.0,62.0,及格,,,,,71.5,0,71.5,及格,女,24.218749999999996
921,2018103,小学2018级3班,2,132,27,15.5,100,正常,1337,85.0,良好,10.1,95.0,优秀,17.0,90.0,优秀,85.0,76.0,及格,,88.95,0,88.95,良好,女,15.49586776859504
922,2017102,小学2017级2班,2,139,31,16.0,100,正常,1624,90.0,优秀,10.6,74.0,及格,12.0,76.0,及格,114.0,80.0,良好,,81.3,0,81.3,良好,女,16.044718182288705
923,2016103,小学2016级3班,2,138,32,16.8,100,正常,1282,70.0,及格,10.2,72.0,及格,21.0,100.0,优秀,104.0,74.0,及格,,81.9,0,81.9,良好,女,16.803192606595257
924,2017203,初中2017级3班,1,175,58,18.9,100,正常,4444,100.0,优秀,7.6,85.0,良好,12.0,76.0,及格,,,,,81.1,0,81.1,良好,男,18.93877551020408
925,2015101,小学2015级1班,2,151,37,16.2,100,正常,1125,60.0,及格,8.9,80.0,良好,12.5,78.0,及格,142.0,85.0,良好,,78.3,0,78.3,及格,女,16.227358449190824
926,2017204,初中2017级4班,1,168,78,27.6,60,肥胖,5114,100.0,优秀,7.6,85.0,良好,11.0,76.0,及格,,,,,75.8,0,75.8,及格,男,27.636054421768712
927,2018105,小学2018级5班,1,136,44,23.8,60,肥胖,1126,68.0,及格,11.2,68.0,及格,21.0,100.0,优秀,70.0,72.0,及格,,77.2,0,77.2,及格,男,23.788927335640135
928,2017102,小学2017级2班,1,124,21,13.7,80,低体重,1928,85.0,良好,11.3,62.0,及格,15.0,95.0,优秀,70.0,70.0,及格,,76.95,0,76.95,及格,男,13.657648283038501
929,2017102,小学2017级2班,1,116,19,14.1,100,正常,1605,76.0,及格,11.0,64.0,及格,,60.0,及格,49.0,64.0,及格,,70.0,0,70.0,及格,男,14.120095124851368
930,2019104,小学2019级4班,1,118,21,15.1,100,正常,605,30.0,不及格,10.5,85.0,良好,10.0,78.0,及格,59.0,72.0,及格,,74.3,0,74.3,及格,男,15.08187302499282
931,2019204,初中2019级4班,2,157,47,19.1,100,正常,2816,100.0,优秀,8.3,90.0,优秀,18.6,90.0,优秀,,,,,95.0,1,96.0,优秀,女,19.067710657633167
932,2018102,小学2018级2班,2,125,23,14.7,100,正常,665,40.0,不及格,9.9,100.0,优秀,,30.0,不及格,42.0,64.0,及格,,62.8,0,62.8,及格,女,14.72
933,2016101,小学2016级1班,1,132,28,16.1,100,正常,1186,62.0,及格,9.1,80.0,良好,11.0,80.0,良好,138.0,100.0,优秀,,86.3,0,86.3,良好,男,16.069788797061523
934,2019102,小学2019级2班,1,123,26,17.2,100,正常,733,60.0,及格,12.9,40.0,不及格,4.2,66.0,及格,21.0,60.0,及格,,63.8,0,63.8,及格,男,17.18553770903563
935,2019202,初中2019级2班,1,150,38,16.9,100,正常,2661,76.0,及格,8.4,78.0,及格,5.0,70.0,及格,,,,,74.8,0,74.8,及格,男,16.88888888888889
936,2017202,初中2017级2班,1,168,51,18.1,100,正常,3906,85.0,良好,9.7,60.0,及格,6.0,68.0,及格,,,,,82.55,1,83.55,良好,男,18.069727891156464
937,2019106,小学2019级6班,1,131,29,16.9,100,正常,1061,72.0,及格,11.7,68.0,及格,3.0,64.0,及格,51.0,68.0,及格,,72.2,0,72.2,及格,男,16.898782122253944
938,2015105,小学2015级5班,2,155,44,18.3,100,正常,1351,66.0,及格,8.7,85.0,良好,6.0,66.0,及格,140.0,85.0,良好,,82.0,0,82.0,良好,女,18.314255983350673
939,2015102,小学2015级2班,2,131,43,25.1,60,肥胖,1692,76.0,及格,10.9,62.0,及格,8.0,70.0,及格,138.0,85.0,良好,,67.5,0,67.5,及格,女,25.056814870928264
940,2016104,小学2016级4班,2,140,26,13.3,80,低体重,1296,70.0,及格,8.6,100.0,优秀,1.0,40.0,不及格,101.0,74.0,及格,,72.1,0,72.1,及格,女,13.265306122448981
941,2017201,初中2017级1班,2,160,65,25.4,60,肥胖,2220,70.0,及格,12.3,,不及格,12.0,72.0,及格,,,,,54.8,0,54.8,不及格,女,25.390624999999996
942,2017102,小学2017级2班,2,131,26,15.2,100,正常,659,,,10.0,80.0,良好,9.0,72.0,及格,27.0,20.0,不及格,,54.4,0,54.4,不及格,女,15.15063224753802
943,2014102,小学2014级2班,1,151,31,13.6,80,低体重,1777,64.0,及格,8.7,78.0,及格,11.0,80.0,良好,102.0,70.0,及格,,76.4,0,76.4,及格,男,13.59589491688961
944,2016102,小学2016级2班,1,151,53,23.2,60,肥胖,1600,72.0,及格,8.3,100.0,优秀,16.0,95.0,优秀,128.0,90.0,优秀,,84.6,0,84.6,良好,男,23.244594535327398
945,2018102,小学2018级2班,2,120,20,13.9,100,正常,611,10.0,不及格,9.9,100.0,优秀,7.0,68.0,及格,90.0,78.0,及格,,72.5,0,72.5,及格,女,13.88888888888889
946,2019202,初中2019级2班,2,153,54,23.1,80,超重,2162,76.0,及格,8.8,80.0,良好,8.0,68.0,及格,,,,,75.8,0,75.8,及格,女,23.06805074971165
947,2019101,小学2019级1班,1,127,31,19.2,80,超重,1065,72.0,及格,11.2,74.0,及格,6.5,70.0,及格,67.0,74.0,及格,,73.4,0,73.4,及格,男,19.22003844007688
948,2014101,小学2014级1班,1,153,39,16.7,100,正常,1830,66.0,及格,8.9,76.0,及格,11.0,80.0,良好,99.0,68.0,及格,,77.9,0,77.9,及格,男,16.660258874791747
949,2017102,小学2017级2班,1,130,23,13.6,80,低体重,1607,76.0,及格,10.4,70.0,及格,3.0,66.0,及格,15.0,,不及格,,54.6,0,54.6,不及格,男,13.609467455621301
950,2019103,小学2019级3班,1,130,25,14.8,100,正常,688,50.0,不及格,10.5,85.0,良好,12.0,85.0,良好,56.0,70.0,及格,,79.0,0,79.0,及格,男,14.792899408284022
951,2015104,小学2015级4班,2,146,46,21.6,80,超重,2431,100.0,优秀,10.1,70.0,及格,6.7,68.0,及格,160.0,100.0,优秀,1.0,80.2,1,81.2,良好,女,21.580033777444175
952,2016101,小学2016级1班,1,139,40,20.7,80,超重,1492,68.0,及格,10.2,68.0,及格,7.0,74.0,及格,86.0,70.0,及格,,71.2,0,71.2,及格,男,20.702862170695102
953,2018106,小学2018级6班,2,134,30,16.7,100,正常,801,64.0,及格,10.2,90.0,优秀,8.0,70.0,及格,65.0,70.0,及格,,77.6,0,77.6,及格,女,16.707507239919803
954,2019102,小学2019级2班,1,121,23,15.7,100,正常,658,40.0,不及格,14.7,,不及格,7.5,72.0,及格,12.0,40.0,不及格,,50.6,0,50.6,不及格,男,15.709309473396626
955,2017102,小学2017级2班,1,130,29,17.2,100,正常,1675,78.0,及格,10.6,68.0,及格,7.0,74.0,及格,83.0,74.0,及格,,77.3,0,77.3,及格,男,17.159763313609467
956,2019201,初中2019级1班,1,153,37,15.8,100,正常,3785,100.0,优秀,8.0,90.0,优秀,14.5,90.0,优秀,,,,,93.5,0,93.5,优秀,男,15.805886624802426
957,2017204,初中2017级4班,1,173,49,16.4,100,正常,3712,80.0,良好,7.0,100.0,优秀,7.0,70.0,及格,,,,,87.0,0,87.0,良好,男,16.372080590731397
958,2018202,初中2018级2班,2,151,48,21.1,100,正常,2347,76.0,及格,10.1,66.0,及格,14.0,76.0,及格,,,,,79.5,0,79.5,及格,女,21.051708258409718
959,2018201,初中2018级1班,2,160,52,20.3,100,正常,2633,80.0,良好,9.3,74.0,及格,13.0,74.0,及格,,,,,82.5,0,82.5,良好,女,20.312499999999996
960,2015102,小学2015级2班,1,142,49,24.3,60,肥胖,1911,72.0,及格,9.9,68.0,及格,6.0,74.0,及格,79.0,66.0,及格,,65.8,0,65.8,及格,男,24.300733981352906
961,2017203,初中2017级3班,1,162,50,19.1,100,正常,3301,76.0,及格,8.4,72.0,及格,16.0,85.0,良好,,,,,78.2,0,78.2,及格,男,19.05197378448407
962,2017203,初中2017级3班,2,162,47,17.9,100,正常,3648,100.0,优秀,9.3,74.0,及格,10.0,68.0,及格,,,,,78.3,0,78.3,及格,女,17.908855357415025
963,2019101,小学2019级1班,1,130,25,14.8,100,正常,1465,85.0,良好,9.9,100.0,优秀,6.4,70.0,及格,18.0,60.0,及格,,80.75,0,80.75,良好,男,14.792899408284022
964,2018203,初中2018级3班,1,168,59,20.9,100,正常,3849,95.0,优秀,8.0,78.0,及格,3.0,66.0,及格,,,,,80.45,0,80.45,良好,男,20.904195011337873
965,2016101,小学2016级1班,2,130,26,15.4,100,正常,1584,78.0,及格,9.5,80.0,良好,9.0,72.0,及格,96.0,72.0,及格,,79.5,0,79.5,及格,女,15.384615384615383
966,2016104,小学2016级4班,1,140,31,15.8,100,正常,1101,60.0,及格,8.2,100.0,优秀,12.0,85.0,良好,80.0,70.0,及格,,84.0,0,84.0,良好,男,15.816326530612248
967,2019104,小学2019级4班,2,121,21,14.3,100,正常,628,60.0,及格,9.8,100.0,优秀,8.0,70.0,及格,52.0,70.0,及格,,79.0,0,79.0,及格,女,14.343282562666484
968,2019106,小学2019级6班,2,124,22,14.3,100,正常,892,74.0,及格,12.3,74.0,及格,3.0,60.0,及格,70.0,74.0,及格,,73.7,0,73.7,及格,女,14.308012486992714
969,2015102,小学2015级2班,1,147,43,19.9,100,正常,2373,80.0,良好,9.8,70.0,及格,5.0,72.0,及格,65.0,62.0,及格,,74.6,0,74.6,及格,男,19.899116109028647
970,2019104,小学2019级4班,2,126,29,18.3,80,超重,728,66.0,及格,11.2,90.0,优秀,12.0,76.0,及格,67.0,74.0,及格,,77.5,0,77.5,及格,女,18.266565885613502
971,2015102,小学2015级2班,1,151,45,19.7,100,正常,2908,100.0,优秀,9.9,68.0,及格,3.0,68.0,及格,68.0,62.0,及格,,80.8,0,80.8,良好,男,19.735976492259113
972,2018105,小学2018级5班,1,123,21,13.9,100,正常,591,10.0,不及格,10.0,80.0,良好,13.0,85.0,良好,69.0,72.0,及格,,72.4,0,72.4,及格,男,13.88062661114416
973,2015103,小学2015级3班,2,149,41,18.5,100,正常,1328,66.0,及格,9.7,74.0,及格,8.0,70.0,及格,155.0,95.0,优秀,,78.6,0,78.6,及格,女,18.467636592946263
974,2017102,小学2017级2班,2,130,29,17.2,100,正常,1998,100.0,优秀,10.3,76.0,及格,9.0,72.0,及格,107.0,78.0,及格,,82.8,0,82.8,良好,女,17.159763313609467
975,2015101,小学2015级1班,2,146,35,16.4,100,正常,1943,80.0,良好,8.7,85.0,良好,17.4,90.0,优秀,156.0,95.0,优秀,,89.5,0,89.5,良好,女,16.419590917620567
976,2018101,小学2018级1班,2,135,29,15.9,100,正常,653,30.0,不及格,11.1,76.0,及格,13.0,78.0,及格,130.0,100.0,优秀,1.0,78.1,1,79.1,及格,女,15.912208504801095
977,2017102,小学2017级2班,2,128,38,23.2,60,肥胖,1672,90.0,优秀,11.2,68.0,及格,7.4,68.0,及格,81.0,72.0,及格,,74.1,0,74.1,及格,女,23.193359375
978,2018202,初中2018级2班,1,165,52,19.1,100,正常,2356,64.0,及格,8.9,70.0,及格,6.0,70.0,及格,,,,,73.0,0,73.0,及格,男,19.100091827364558
979,2018203,初中2018级3班,2,149,70,31.5,60,肥胖,2850,95.0,优秀,10.0,68.0,及格,12.0,74.0,及格,,,,,67.45,0,67.45,及格,女,31.530111256249718
980,2017204,初中2017级4班,1,168,61,21.6,100,正常,2968,70.0,及格,7.6,85.0,良好,8.0,70.0,及格,,,,,80.0,0,80.0,良好,男,21.612811791383223
981,2014103,小学2014级3班,2,144,34,16.4,100,正常,1675,70.0,及格,9.0,80.0,良好,5.0,64.0,及格,170.0,100.0,优秀,2.0,73.7,2,75.7,及格,女,16.396604938271604
982,2017201,初中2017级1班,2,159,57,22.5,100,正常,3560,100.0,优秀,9.6,70.0,及格,16.0,78.0,及格,,,,,82.3,0,82.3,良好,女,22.54657648036074
983,2018204,初中2018级4班,2,159,47,18.6,100,正常,1723,64.0,及格,10.3,64.0,及格,5.0,62.0,及格,,,,,75.2,0,75.2,及格,女,18.59103674696412
984,2014104,小学2014级4班,1,146,35,16.4,100,正常,2241,74.0,及格,8.9,76.0,及格,8.3,78.0,及格,114.0,74.0,及格,,79.9,0,79.9,及格,男,16.419590917620567
985,2019101,小学2019级1班,1,117,24,17.5,100,正常,642,40.0,不及格,11.7,68.0,及格,2.5,64.0,及格,43.0,66.0,及格,,67.0,0,67.0,及格,男,17.53232522463292
986,2019104,小学2019级4班,1,123,23,15.2,100,正常,796,62.0,及格,10.5,85.0,良好,1.0,60.0,及格,47.0,68.0,及格,,72.9,0,72.9,及格,男,15.202591050300748
987,2017103,小学2017级3班,2,131,21,12.2,80,低体重,1600,90.0,优秀,9.5,85.0,良好,3.5,62.0,及格,80.0,70.0,及格,,75.5,0,75.5,及格,女,12.237049123011479
988,2019106,小学2019级6班,1,124,24,15.6,100,正常,854,64.0,及格,10.9,76.0,及格,1.0,60.0,及格,83.0,78.0,及格,,73.4,0,73.4,及格,男,15.608740894901144
989,2014104,小学2014级4班,2,146,29,13.6,80,低体重,1311,62.0,及格,8.8,80.0,良好,16.0,85.0,良好,153.0,90.0,优秀,,76.2,0,76.2,及格,女,13.604803903171328
990,2017203,初中2017级3班,2,156,45,18.5,100,正常,1213,,,8.9,78.0,及格,10.0,68.0,及格,,,,,66.0,0,66.0,及格,女,18.49112426035503
991,2019106,小学2019级6班,1,121,28,19.1,80,超重,890,66.0,及格,13.1,30.0,不及格,13.0,90.0,优秀,22.0,60.0,及格,,66.9,0,66.9,及格,男,19.12437675022198
992,2016103,小学2016级3班,1,138,31,16.3,100,正常,1991,80.0,良好,9.0,85.0,良好,10.2,80.0,良好,118.0,80.0,良好,,84.5,0,84.5,良好,男,16.278092837639154
993,2014103,小学2014级3班,1,146,36,16.9,100,正常,1513,60.0,及格,8.9,76.0,及格,14.6,90.0,优秀,99.0,68.0,及格,,75.8,0,75.8,及格,男,16.88872208669544
994,2017203,初中2017级3班,2,152,46,19.9,100,正常,2379,74.0,及格,9.9,68.0,及格,15.0,76.0,及格,,,,,75.3,0,75.3,及格,女,19.909972299168974
995,2019203,初中2019级3班,2,164,50,18.6,100,正常,2557,90.0,优秀,8.3,90.0,优秀,18.6,90.0,优秀,,,,,94.5,1,95.5,优秀,女,18.590124925639504
996,2018201,初中2018级1班,1,159,50,19.8,100,正常,3883,95.0,优秀,7.7,90.0,优秀,7.0,72.0,及格,,,,,81.65,0,81.65,良好,男,19.77769866698311
997,2018104,小学2018级4班,2,118,23,16.5,100,正常,1691,100.0,优秀,12.5,62.0,及格,9.0,72.0,及格,78.0,74.0,及格,,78.8,0,78.8,及格,女,16.518241884515945
998,2014101,小学2014级1班,1,161,46,17.7,100,正常,3310,100.0,优秀,8.8,78.0,及格,12.0,85.0,良好,78.0,62.0,及格,,82.3,0,82.3,良好,男,17.746228926353147
999,2018101,小学2018级1班,1,120,19,13.2,80,低体重,671,30.0,不及格,11.2,68.0,及格,5.0,68.0,及格,100.0,80.0,良好,,66.5,0,66.5,及格,男,13.194444444444445
1000,2018101,小学2018级1班,1,129,27,16.2,100,正常,1751,85.0,良好,11.1,68.0,及格,5.0,68.0,及格,126.0,100.0,优秀,4.0,81.75,4,85.75,良好,男,16.224986479177932
1001,2017203,初中2017级3班,2,170,51,17.6,100,正常,1730,60.0,及格,11.4,20.0,不及格,25.0,100.0,优秀,,,,,69.9,0,69.9,及格,女,17.647058823529413
1002,2014102,小学2014级2班,2,143,37,18.1,100,正常,1155,40.0,不及格,8.8,80.0,良好,12.0,78.0,及格,109.0,72.0,及格,,77.0,0,77.0,及格,女,18.093794317570545
1003,2018105,小学2018级5班,1,123,24,15.9,100,正常,598,10.0,不及格,11.9,60.0,及格,18.0,100.0,优秀,91.0,78.0,及格,,74.1,0,74.1,及格,男,15.86357326987904
1004,2018102,小学2018级2班,2,128,28,17.1,100,正常,1172,78.0,及格,9.9,100.0,优秀,3.0,60.0,及格,30.0,60.0,及格,,76.7,0,76.7,及格,女,17.08984375
1005,2018203,初中2018级3班,2,163,46,17.3,100,正常,2199,72.0,及格,9.0,78.0,及格,17.5,80.0,良好,,,,,82.5,0,82.5,良好,女,17.31341036546351
1006,2016104,小学2016级4班,2,133,27,15.3,100,正常,1229,68.0,及格,8.7,100.0,优秀,16.0,85.0,良好,93.0,72.0,及格,,83.6,0,83.6,良好,女,15.263723217818983
1007,2016105,小学2016级5班,2,137,34,18.1,100,正常,1457,74.0,及格,8.7,100.0,优秀,16.0,85.0,良好,93.0,72.0,及格,,84.5,0,84.5,良好,女,18.11497682348553
1008,2015105,小学2015级5班,2,137,30,16.0,100,正常,1059,60.0,及格,10.3,68.0,及格,5.2,64.0,及格,129.0,80.0,良好,,74.6,0,74.6,及格,女,15.983803079546059
1009,2015105,小学2015级5班,1,142,35,17.4,100,正常,1938,74.0,及格,9.9,68.0,及格,5.0,72.0,及格,69.0,62.0,及格,,73.1,0,73.1,及格,男,17.35766712953779
1010,2015101,小学2015级1班,1,140,33,16.8,100,正常,1737,68.0,及格,9.1,76.0,及格,3.7,70.0,及格,84.0,68.0,及格,,75.0,0,75.0,及格,男,16.836734693877553
1011,2017202,初中2017级2班,1,158,48,19.2,100,正常,2920,70.0,及格,7.8,78.0,及格,8.0,70.0,及格,,,,,77.5,0,77.5,及格,男,19.227687870533565
1012,2017202,初中2017级2班,2,162,61,23.2,80,超重,5300,100.0,优秀,9.7,70.0,及格,10.0,68.0,及格,,,,,81.0,1,82.0,良好,女,23.243408017070564
1013,2014101,小学2014级1班,1,143,32,15.6,100,正常,1674,62.0,及格,8.7,78.0,及格,7.3,76.0,及格,170.0,100.0,优秀,6.0,79.9,6,85.9,良好,男,15.648686977358308
1014,2017103,小学2017级3班,2,123,21,13.9,100,正常,1632,90.0,优秀,10.1,78.0,及格,3.5,62.0,及格,61.0,66.0,及格,,76.5,0,76.5,及格,女,13.88062661114416
1015,2017103,小学2017级3班,2,127,24,14.9,100,正常,1733,95.0,优秀,10.1,78.0,及格,11.0,76.0,及格,63.0,66.0,及格,,79.65,0,79.65,及格,女,14.88002976005952
1016,2019203,初中2019级3班,2,154,53,22.3,80,超重,3117,100.0,优秀,8.7,80.0,良好,10.0,72.0,及格,,,,,79.4,0,79.4,及格,女,22.34778208804183
1017,2017103,小学2017级3班,2,126,24,15.1,100,正常,1720,95.0,优秀,10.8,72.0,及格,1.0,40.0,不及格,58.0,64.0,及格,,70.45,0,70.45,及格,女,15.11715797430083
1018,2017101,小学2017级1班,2,127,25,15.5,100,正常,1631,90.0,优秀,10.6,74.0,及格,13.0,78.0,及格,90.0,74.0,及格,,80.3,0,80.3,良好,女,15.500031000062
1019,2018106,小学2018级6班,1,133,27,15.3,100,正常,869,60.0,及格,11.5,64.0,及格,6.0,70.0,及格,35.0,62.0,及格,,70.2,0,70.2,及格,男,15.263723217818983
1020,2019104,小学2019级4班,2,108,17,14.6,100,正常,1510,100.0,优秀,13.6,62.0,及格,13.0,78.0,及格,13.0,40.0,不及格,,73.8,0,73.8,及格,女,14.574759945130314
1021,2018204,初中2018级4班,2,158,47,18.8,100,正常,3234,100.0,优秀,8.5,85.0,良好,9.5,70.0,及格,,,,,87.1,0,87.1,良好,女,18.82711103989745
1022,2019104,小学2019级4班,1,122,30,20.2,80,超重,1201,76.0,及格,13.3,20.0,不及格,3.0,64.0,及格,30.0,62.0,及格,,59.0,0,59.0,不及格,男,20.15587207739855
1023,2017103,小学2017级3班,2,135,28,15.4,100,正常,1648,90.0,优秀,9.8,80.0,良好,3.0,60.0,及格,50.0,62.0,及格,,75.9,0,75.9,及格,女,15.363511659807955
1024,2018204,初中2018级4班,1,156,52,21.4,100,正常,3054,76.0,及格,8.4,74.0,及格,4.0,68.0,及格,,,,,74.8,0,74.8,及格,男,21.367521367521366
1025,2018104,小学2018级4班,2,131,32,18.6,80,超重,1254,80.0,良好,11.2,76.0,及格,13.0,78.0,及格,80.0,74.0,及格,,77.4,0,77.4,及格,女,18.646931996969872
1026,2018204,初中2018级4班,2,164,52,19.3,100,正常,2151,72.0,及格,8.6,80.0,良好,23.0,100.0,优秀,,,,,89.8,0,89.8,良好,女,19.333729922665082
